product_id,name,category,price,description
991,Garmin Forerunner 265 - Navy,Running,443000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
992,Wahoo ELEMNT Bolt V2 - Navy,Cycling,450000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
993,Therm-a-Rest NeoAir XLite - Navy,Camping,458000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
994,Theragun Mini - Navy,Fitness,466000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
995,Nathan QuickSqueeze Bottle - Navy,Running,474000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
996,Kryptonite Evolution Mini-7 Lock - Navy,Cycling,482000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
997,Coleman Skydome Tent - Natural,Camping,490000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
998,Bowflex SelectTech 552 Dumbbells - Natural,Fitness,498000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
999,ASICS Novablast 4 - Natural,Running,506000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1000,Lezyne Micro Drive 800XL - Natural,Cycling,514000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1001,YETI Rambler 26 oz Bottle - Natural,Camping,522000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1002,Garmin Venu 3 - Natural,Fitness,530000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1003,Garmin Forerunner 265 - Black,Running,538000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1004,Wahoo ELEMNT Bolt V2 - Black,Cycling,545000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1005,Therm-a-Rest NeoAir XLite - Black,Camping,553000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1006,Theragun Mini - Black,Fitness,561000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1007,Nathan QuickSqueeze Bottle - Black,Running,569000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1008,Kryptonite Evolution Mini-7 Lock - Black,Cycling,577000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1009,MSR PocketRocket 2 Stove - White,Camping,593000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1010,TRX All-in-One Suspension Trainer - White,Fitness,601000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1011,Salomon Active Skin 8 Vest - White,Running,609000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1012,Topeak JoeBlow Sport III Pump - White,Cycling,617000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1013,Sea to Summit Dry Bag - White,Camping,625000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1014,Manduka PRO Yoga Mat - Blue,Fitness,633000.00,"Fitness item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1015,Nike Pegasus 40 - Blue,Running,640000.00,"Running item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1016,Giro Syntax MIPS Helmet - Blue,Cycling,648000.00,"Cycling item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
1017,Black Diamond Spot 400 Headlamp - Blue,Camping,656000.00,"Camping item from the Sports & Outdoors catalog, prepared for demo browsing, search, recommendation, and RAG retrieval scenarios."
